NEUT   1.100614646779319e-21
NI 68  1.000000000000000e-99
CU 60  4.509768642888256e-20
CU 61  2.540479313857263e-16
CU 62  5.730890188617372e-18
CU 63  2.302279321620047e-10
CU 64  3.867583936514990e-14
CU 65  2.795001135382848e-08
CU 66  2.850600447161097e-12
CU 67  9.958409210027036e-15
CU 68  1.062442450917044e-21
CU 69  1.000000000000000e-99
CU 70  1.000000000000000e-99
CU 71  1.000000000000000e-99
ZN 62  1.504919804570418e-24
ZN 63  1.001431398230434e-26
ZN 64  4.972724146096796e-13
ZN 65  8.136971328468556e-14
ZN 66  1.436076898833444e-05
ZN 67  5.127598959955170e-06
ZN 68  2.391801286952159e-05
ZN 69  2.746252700792767e-11
ZN 70  5.912016404472321e-08
ZN 71  5.622227174176267e-15
ZN 72  2.716303468202986e-18
ZN 73  7.493369480939545e-27
ZN 74  1.000000000000000e-99
GA 65  1.522834597199096e-23
GA 66  4.332870573771017e-22
GA 67  1.475537449870562e-13
GA 68  1.702682519208992e-15
GA 69  3.316497463479559e-06
GA 70  6.825991687071560e-12
GA 71  2.493720071054393e-06
GA 72  1.135813401858519e-12
GA 73  4.812365313566771e-16
GA 74  1.761464832330182e-22
GA 75  1.000000000000000e-99
GE 66  1.000000000000000e-99
GE 67  1.000000000000000e-99
GE 68  4.721763195603222e-16
GE 69  2.662949456214206e-19
GE 70  4.957278583814312e-06
GE 71  2.406957037094022e-07
GE 72  5.354975808217013e-06
GE 73  2.545648221272305e-06
GE 74  8.787641365524272e-06
GE 75  1.418615929086937e-10
GE 76  6.853143330138204e-08
GE 77  2.633475327989499e-14
GE 78  1.061125478190407e-18
AS 69  2.055128331035145e-27
AS 70  1.000000000000000e-99
AS 71  2.058116519317756e-14
AS 72  1.082209360487162e-15
AS 73  1.559616953880386e-11
AS 74  2.258548895915416e-11
AS 75  1.290520576983327e-06
AS 76  1.445123511189528e-12
AS 77  3.525447853293393e-12
AS 78  1.806128453628128e-18
AS 79  4.486185304727155e-24
AS 80  1.000000000000000e-99
AS 81  1.000000000000000e-99
SE 72  6.001884653690158e-23
SE 73  9.067130450334239e-25
SE 74  3.982573298997153e-14
SE 75  8.898859312382498e-13
SE 76  1.682612318259042e-06
SE 77  9.406428797648085e-07
SE 78  4.678594373932544e-06
SE 79  1.565344504581235e-06
SE 80  5.674427859537623e-06
SE 81  6.481973662486719e-12
SE 82  2.201661869370629e-08
SE 83  2.806706218670620e-15
SE 84  1.871176845837822e-22
BR 74  1.000000000000000e-99
BR 75  4.121802684934636e-24
BR 76  1.283343666548947e-21
BR 77  3.205642117844917e-15
BR 78  4.053659676422985e-15
BR 79  1.640325438305956e-11
BR 80  9.405473838310315e-16
BR 81  1.117763512668050e-06
BR 82  5.267526615321767e-12
BR 83  7.994551546743026e-14
BR 84  1.730271342837586e-19
BR 85  8.022361596776032e-26
BR 86  1.000000000000000e-99
BR 87  1.000000000000000e-99
KR 76  1.000000000000000e-99
KR 77  1.000000000000000e-99
KR 78  4.328900657093473e-16
KR 79  5.542737958829405e-19
KR 80  2.459516960693096e-11
KR 81  1.227627424002880e-11
KR 82  2.004022061583895e-06
KR 83  1.062130499197693e-06
KR 84  4.411507983378260e-06
KR 85  6.058461123481341e-07
KR 86  1.246020105705339e-06
KR 87  7.799011947096381e-13
KR 88  1.821816667683170e-17
KR 89  4.231030157374186e-25
KR 90  1.000000000000000e-99
RB 79  3.044399193045875e-27
RB 80  1.000000000000000e-99
RB 81  3.776115060272326e-21
RB 82  3.101989072353881e-21
RB 83  3.818051240329803e-13
RB 84  8.902676768022976e-13
RB 85  7.149424694095172e-07
RB 86  5.912833755679082e-10
RB 87  6.846216961058690e-07
RB 88  2.554230262995044e-13
RB 89  1.957127285379568e-19
RB 90  3.891356110331378e-26
RB 91  1.000000000000000e-99
SR 80  1.000000000000000e-99
SR 81  1.000000000000000e-99
SR 82  3.338523047076719e-26
SR 83  1.186790318434959e-27
SR 84  1.494391321768076e-15
SR 85  7.699307479979944e-15
SR 86  1.135471321565909e-06
SR 87  7.208172364955186e-07
SR 88  4.479439662994915e-06
SR 89  1.387190923011885e-08
SR 90  5.028422950193333e-08
SR 91  1.431326179957543e-12
SR 92  1.674180442626642e-17
SR 93  1.753954455864177e-24
SR 94  1.000000000000000e-99
Y  85  8.524987912563973e-26
Y  86  1.124162237680168e-24
Y  87  2.182233607732239e-16
Y  88  5.020475876767883e-14
Y  89  9.812389936266285e-07
Y  90  6.616348810710406e-11
Y  91  1.789982714981673e-09
Y  92  8.297865212442695e-14
Y  93  3.694698515146191e-17
Y  94  6.244177284394296e-23
Y  95  1.000000000000000e-99
Y  96  1.000000000000000e-99
ZR 86  1.000000000000000e-99
ZR 87  1.000000000000000e-99
ZR 88  3.483631696265282e-21
ZR 89  1.516263956565177e-23
ZR 90  4.736391412983139e-07
ZR 91  1.876954381968518e-07
ZR 92  1.766216342464794e-07
ZR 93  9.022125018692260e-08
ZR 94  1.368457863610876e-07
ZR 95  4.912503227109533e-09
ZR 96  1.685519398773139e-08
ZR 97  2.936172191860826e-13
ZR 98  1.593217067498405e-21
NB 89  1.000000000000000e-99
NB 90  1.000000000000000e-99
NB 91  6.359032648053686e-14
NB 92  3.817601414927074e-17
NB 93  3.173091105044307e-11
NB 94  1.762359557052019e-14
NB 95  4.780737980688320e-09
NB 96  1.499673779907927e-12
NB 97  2.185620446515869e-14
NB 98  3.427735505140369e-19
NB 99  3.013142403741623e-25
MO 90  1.000000000000000e-99
MO 91  1.000000000000000e-99
MO 92  1.236400801821404e-14
MO 93  2.093022955884722e-15
MO 94  1.034641211571381e-10
MO 95  3.473390838463199e-08
MO 96  3.242235072732889e-08
MO 97  1.298040693602815e-08
MO 98  3.229997163446412e-08
MO 99  2.652273408465592e-13
MO100  2.781687878369530e-10
MO101  4.124317997160563e-16
MO102  3.089298354559468e-22
TC 93  4.679776504026479e-26
TC 94  1.000000000000000e-99
TC 95  6.260541008936049e-19
TC 96  1.506689561909460e-19
TC 97  8.209997391053511e-16
TC 98  2.466893776957553e-16
TC 99  1.576607627879800e-09
TC100  2.009730011087583e-16
TC101  2.656998874221068e-16
TC102  3.359090269830985e-22
TC103  1.000000000000000e-99
TC104  1.000000000000000e-99
TC105  1.000000000000000e-99
RU 94  1.000000000000000e-99
RU 95  1.000000000000000e-99
RU 96  1.952623740760943e-18
RU 97  1.542771893208315e-20
RU 98  3.238220652320644e-16
RU 99  3.867385993181802e-09
RU100  1.287363323595163e-08
RU101  3.156368626027909e-09
RU102  1.832088600232064e-08
RU103  5.249399558644637e-12
RU104  1.885845341047430e-09
RU105  3.599780318974246e-14
RU106  1.146476815887645e-12
RH 98  1.000000000000000e-99
RH 99  1.496037794261241e-23
RH100  1.027452007493102e-20
RH101  6.143492119137164e-17
RH102  2.455248094983188e-17
RH103  3.533809119729370e-09
RH104  6.453915803213765e-15
RH105  6.463191204318485e-13
RH106  2.432204697377365e-17
RH107  9.145454360433160e-19
RH108  1.993394173991077e-24
PD 99  1.000000000000000e-99
PD100  1.000000000000000e-99
PD101  1.000000000000000e-99
PD102  3.972778073433157e-20
PD103  2.860269056381838e-18
PD104  6.896126312329907e-09
PD105  1.943612231426493e-09
PD106  9.389865428387127e-09
PD107  1.877886158499667e-09
PD108  1.088530690524489e-08
PD109  3.177114875943170e-12
PD110  1.860777457559223e-09
PD111  4.361843736315512e-15
PD112  2.045288336480987e-17
AG101  1.000000000000000e-99
AG102  1.000000000000000e-99
AG103  1.000000000000000e-99
AG104  1.000000000000000e-99
AG105  4.536316477552983e-19
AG106  5.845563656679185e-24
AG107  1.776463665814091e-17
AG108  1.272036291551920e-22
AG109  6.913054594611103e-09
AG110  3.654562652395767e-15
AG111  3.357186913917819e-13
AG112  4.576760758409589e-20
AG113  1.033698127005889e-23
CD102  1.000000000000000e-99
CD103  1.000000000000000e-99
CD104  1.000000000000000e-99
CD105  1.000000000000000e-99
CD106  2.473732783971888e-20
CD107  2.269904826309659e-23
CD108  5.428363119586167e-17
CD109  2.221891456343312e-17
CD110  7.184900619613146e-09
CD111  2.556710538244687e-09
CD112  9.420713924002006e-09
CD113  2.507231162337457e-09
CD114  1.279037266022863e-08
CD115  3.905125998250394e-12
CD116  3.018849882040021e-09
CD117  6.992278440848982e-14
CD118  1.396117736403243e-18
IN106  1.000000000000000e-99
IN107  1.000000000000000e-99
IN108  1.000000000000000e-99
IN109  1.000000000000000e-99
IN110  1.000000000000000e-99
IN111  2.906236482139014e-21
IN112  1.229538570095508e-18
IN113  1.554709509530353e-17
IN114  2.093426529391152e-23
IN115  2.660652915420974e-09
IN116  7.937566325201740e-16
IN117  2.899498877095333e-14
IN118  2.214078498262255e-19
IN119  4.798273607976372e-24
SN108  1.000000000000000e-99
SN109  1.000000000000000e-99
SN110  1.000000000000000e-99
SN111  1.000000000000000e-99
SN112  2.263489458659547e-21
SN113  1.274268447541246e-24
SN114  2.865069729504714e-17
SN115  8.981004032413862e-11
SN116  1.331090411244778e-08
SN117  5.012745376955755e-09
SN118  2.116161935558929e-08
SN119  6.234277284449902e-09
SN120  2.715071295184275e-08
SN121  3.064910574622219e-12
SN122  3.911790784966849e-09
SN123  3.828031747560858e-14
SN124  5.586670370706857e-11
SN125  2.129488242839042e-17
SN126  3.253135598880977e-14
SN127  3.433922211246506e-21
SN128  3.564794415013906e-26
SN129  1.000000000000000e-99
SN130  1.000000000000000e-99
SB112  1.000000000000000e-99
SB113  1.000000000000000e-99
SB114  1.000000000000000e-99
SB115  1.000000000000000e-99
SB116  2.188677484752907e-25
SB117  2.605084765690481e-22
SB118  2.039733087033158e-22
SB119  4.333474621199098e-21
SB120  2.403219264294758e-18
SB121  2.798748981738451e-09
SB122  6.838374832795404e-13
SB123  7.132512093776140e-10
SB124  2.096385285735346e-15
SB125  3.919128739602352e-13
SB126  1.178597246757522e-18
SB127  6.518755843632447e-19
SB128  7.404666255695952e-25
SB129  1.000000000000000e-99
SB130  1.000000000000000e-99
SB131  1.000000000000000e-99
SB132  1.000000000000000e-99
SB133  1.000000000000000e-99
TE114  1.000000000000000e-99
TE115  1.000000000000000e-99
TE116  1.000000000000000e-99
TE117  1.000000000000000e-99
TE118  1.000000000000000e-99
TE119  1.000000000000000e-99
TE120  3.838582821126818e-21
TE121  8.233469772875386e-21
TE122  2.851183837985235e-09
TE123  8.899456179411565e-10
TE124  5.651727982819061e-09
TE125  1.882403582511174e-09
TE126  9.848820784397364e-09
TE127  1.701176540165239e-12
TE128  1.643058081472999e-09
TE129  2.324755124847390e-14
TE130  1.266220142709760e-10
TE131  4.471227479261929e-17
TE132  3.150100923346408e-20
TE133  9.097719445615285e-27
TE134  1.000000000000000e-99
I 117  1.000000000000000e-99
I 118  1.000000000000000e-99
I 119  1.000000000000000e-99
I 120  1.000000000000000e-99
I 121  1.000000000000000e-99
I 122  1.000000000000000e-99
I 123  1.288696592842404e-22
I 124  3.379513336741348e-23
I 125  6.724165003439052e-19
I 126  1.487714438696987e-21
I 127  1.682622817906223e-09
I 128  1.179289076117319e-13
I 129  1.405195044231010e-10
I 130  2.689861750088163e-14
I 131  3.281641597472535e-15
I 132  7.217358972056203e-21
I 133  9.322464768492692e-24
I 134  1.000000000000000e-99
I 135  1.000000000000000e-99
XE118  1.000000000000000e-99
XE119  1.000000000000000e-99
XE120  1.000000000000000e-99
XE121  1.000000000000000e-99
XE122  1.000000000000000e-99
XE123  1.000000000000000e-99
XE124  1.297164486617537e-24
XE125  9.772551545693824e-27
XE126  1.667643046832299e-18
XE127  2.275868676301556e-19
XE128  2.307108490757509e-09
XE129  1.166475697299657e-09
XE130  4.833444625862439e-09
XE131  2.177601477784436e-09
XE132  9.494998848153680e-09
XE133  1.762749522018665e-12
XE134  1.962984151667889e-09
XE135  5.529302099487644e-14
XE136  1.481814811696396e-09
XE137  3.729834081186166e-18
XE138  1.504048070121349e-25
CS123  1.000000000000000e-99
CS124  1.000000000000000e-99
CS125  1.000000000000000e-99
CS126  1.000000000000000e-99
CS127  1.000000000000000e-99
CS128  1.000000000000000e-99
CS129  7.373889436749531e-23
CS130  1.611223541893447e-23
CS131  1.392914871462536e-19
CS132  4.021593219920732e-20
CS133  1.874447742961431e-09
CS134  9.353012769709398e-13
CS135  5.219626301639334e-10
CS136  2.462733998681813e-13
CS137  2.157077362947395e-11
CS138  4.105444372106783e-18
CS139  9.728884753113768e-25
BA124  1.000000000000000e-99
BA125  1.000000000000000e-99
BA126  1.000000000000000e-99
BA127  1.000000000000000e-99
BA128  1.000000000000000e-99
BA129  1.000000000000000e-99
BA130  6.563631704727293e-25
BA131  1.357980645400828e-25
BA132  5.057878219155989e-20
BA133  6.401489260310912e-21
BA134  2.619139544553885e-09
BA135  1.196924777901572e-09
BA136  7.959292181302948e-09
BA137  6.734643955642788e-09
BA138  7.923087568019021e-08
BA139  3.954661871174060e-14
BA140  1.511400010698570e-16
BA141  2.224423960163278e-23
BA142  1.000000000000000e-99
LA127  1.000000000000000e-99
LA128  1.000000000000000e-99
LA129  1.000000000000000e-99
LA130  1.000000000000000e-99
LA131  1.000000000000000e-99
LA132  1.000000000000000e-99
LA133  1.000000000000000e-99
LA134  1.000000000000000e-99
LA135  3.253859513873002e-23
LA136  2.923953564511882e-24
LA137  7.690117060789263e-21
LA138  5.845978557130334e-21
LA139  1.014952371253016e-08
LA140  6.283568063038754e-13
LA141  4.411648476038956e-17
LA142  1.455193574624862e-21
LA143  3.440663957165898e-27
CE130  1.000000000000000e-99
CE131  1.000000000000000e-99
CE132  1.000000000000000e-99
CE133  1.000000000000000e-99
CE134  1.000000000000000e-99
CE135  1.000000000000000e-99
CE136  1.211781325497492e-24
CE137  3.951111626101095e-27
CE138  1.170218934245956e-17
CE139  8.218620670869206e-17
CE140  2.063386830625370e-08
CE141  2.302714403293860e-11
CE142  1.197168182588898e-09
CE143  9.665072117116480e-14
CE144  1.888978747907220e-11
CE145  1.932336929833939e-18
CE146  4.165596382581475e-24
PR133  1.000000000000000e-99
PR134  1.000000000000000e-99
PR135  1.000000000000000e-99
PR136  1.000000000000000e-99
PR137  1.000000000000000e-99
PR138  1.000000000000000e-99
PR139  1.000000000000000e-99
PR140  1.000000000000000e-99
PR141  2.950796970199607e-09
PR142  7.276056639791716e-13
PR143  2.758338986664276e-14
PR144  1.516211832769873e-15
PR145  6.010342037560721e-16
PR146  2.849945607146013e-21
PR147  6.964676981393643e-27
PR148  1.000000000000000e-99
PR149  1.000000000000000e-99
ND134  1.000000000000000e-99
ND135  1.000000000000000e-99
ND136  1.000000000000000e-99
ND137  1.000000000000000e-99
ND138  1.000000000000000e-99
ND139  1.000000000000000e-99
ND140  1.000000000000000e-99
ND141  3.473692069341990e-26
ND142  4.609922680509732e-09
ND143  1.096269103411980e-09
ND144  2.570607845726743e-09
ND145  8.095370282798351e-10
ND146  2.365614406802549e-09
ND147  7.607342710323804e-13
ND148  5.230913292799992e-10
ND149  2.422361105296891e-14
ND150  1.304142523103797e-11
ND151  2.160787188364305e-17
ND152  2.661949970062897e-23
PM137  1.000000000000000e-99
PM138  1.000000000000000e-99
PM139  1.000000000000000e-99
PM140  1.000000000000000e-99
PM141  1.000000000000000e-99
PM142  1.000000000000000e-99
PM143  3.494243309155054e-21
PM144  2.680095591119700e-21
PM145  2.843228362094795e-20
PM146  4.084805597999658e-18
PM147  3.905053438069420e-10
PM148  7.181873124067575e-13
PM149  1.874434868327024e-13
PM150  8.947190426313663e-17
PM151  5.989807943250014e-16
PM152  4.168569871523838e-21
PM153  1.704244467291603e-26
PM154  1.000000000000000e-99
SM140  1.000000000000000e-99
SM141  1.000000000000000e-99
SM142  1.000000000000000e-99
SM143  1.000000000000000e-99
SM144  1.773190006131324e-19
SM145  1.582471126520426e-20
SM146  1.637435883576006e-19
SM147  2.937815894579853e-19
SM148  2.575056101632340e-10
SM149  1.460875997881928e-10
SM150  3.853909742294881e-10
SM151  6.246645194951905e-11
SM152  3.654625687002375e-10
SM153  3.636201272879494e-13
SM154  2.251359622296706e-10
SM155  8.835472844364557e-16
SM156  1.967297735258349e-18
SM157  1.791508893472289e-24
SM158  1.000000000000000e-99
EU143  1.000000000000000e-99
EU144  1.000000000000000e-99
EU145  1.000000000000000e-99
EU146  1.000000000000000e-99
EU147  1.000000000000000e-99
EU148  1.000000000000000e-99
EU149  8.610419774497353e-23
EU150  4.454963828971356e-25
EU151  4.053819318494878e-11
EU152  3.693459478055168e-14
EU153  1.342822709027835e-10
EU154  3.219456180102353e-13
EU155  6.437481144977878e-13
EU156  1.316355134330225e-17
EU157  9.428894752310581e-20
EU158  2.071062654759484e-24
EU159  1.000000000000000e-99
GD144  1.000000000000000e-99
GD145  1.000000000000000e-99
GD146  1.000000000000000e-99
GD147  1.000000000000000e-99
GD148  1.000000000000000e-99
GD149  1.000000000000000e-99
GD150  1.522832751257482e-21
GD151  1.863955160351238e-22
GD152  6.535272149299731e-12
GD153  1.425100941904831e-12
GD154  1.218333738286123e-10
GD155  1.671064732238012e-10
GD156  2.865076351430036e-10
GD157  2.411040802258699e-10
GD158  5.888992951913389e-10
GD159  5.176121341448564e-13
GD160  2.121557914962628e-10
GD161  1.497161791158507e-16
GD162  2.679059305411508e-22
TB147  1.000000000000000e-99
TB148  1.000000000000000e-99
TB149  1.000000000000000e-99
TB150  1.000000000000000e-99
TB151  1.000000000000000e-99
TB152  1.000000000000000e-99
TB153  3.819997625437863e-27
TB154  1.496472119522348e-26
TB155  1.572235620650811e-25
TB156  1.348401292222179e-26
TB157  4.105129218604034e-22
TB158  1.420131675241470e-21
TB159  2.160499029361682e-10
TB160  1.276568960862246e-13
TB161  9.474222972704669e-14
TB162  5.210519412706337e-19
TB163  5.268656732790809e-24
TB164  1.000000000000000e-99
TB165  1.000000000000000e-99
DY148  1.000000000000000e-99
DY149  1.000000000000000e-99
DY150  1.000000000000000e-99
DY151  1.000000000000000e-99
DY152  1.000000000000000e-99
DY153  1.000000000000000e-99
DY154  1.000000000000000e-99
DY155  1.000000000000000e-99
DY156  2.886863928981157e-24
DY157  4.443702236410787e-27
DY158  4.634982050212940e-20
DY159  6.181218444910157e-21
DY160  1.803552863202522e-10
DY161  2.008180756359345e-10
DY162  4.261535956713181e-10
DY163  3.012696869026936e-10
DY164  9.382522855751685e-10
DY165  7.181657185728277e-14
DY166  6.377498317234965e-17
DY167  5.058845240930917e-23
DY168  8.493251440985335e-28
HO153  1.000000000000000e-99
HO154  1.000000000000000e-99
HO155  1.000000000000000e-99
HO156  1.000000000000000e-99
HO157  1.000000000000000e-99
HO158  1.000000000000000e-99
HO159  1.000000000000000e-99
HO160  1.000000000000000e-99
HO161  1.015747482935533e-26
HO162  1.000000000000000e-99
HO163  4.666206811921329e-23
HO164  1.228842734784644e-25
HO165  2.425679222043454e-10
HO166  4.456667290680136e-13
HO167  5.258341174154587e-16
HO168  9.537027214646616e-22
HO169  1.272141284538306e-27
ER154  1.000000000000000e-99
ER155  1.000000000000000e-99
ER156  1.000000000000000e-99
ER157  1.000000000000000e-99
ER158  1.000000000000000e-99
ER159  1.000000000000000e-99
ER160  1.000000000000000e-99
ER161  1.000000000000000e-99
ER162  5.082643385978763e-25
ER163  1.000000000000000e-99
ER164  2.494221158774333e-19
ER165  1.138750402528668e-21
ER166  2.445488437397091e-10
ER167  1.808900013879872e-10
ER168  5.404251570078327e-10
ER169  7.615700619123985e-13
ER170  5.035580853670643e-10
ER171  9.674309933393766e-14
ER172  3.838222272393569e-17
ER173  2.670554708391258e-23
ER174  1.000000000000000e-99
ER175  1.000000000000000e-99
TM159  1.000000000000000e-99
TM160  1.000000000000000e-99
TM161  1.000000000000000e-99
TM162  1.000000000000000e-99
TM163  1.000000000000000e-99
TM164  1.000000000000000e-99
TM165  1.000000000000000e-99
TM166  1.000000000000000e-99
TM167  2.113128457225889e-26
TM168  6.369170562412457e-20
TM169  2.618156955145447e-10
TM170  2.348238658873983e-12
TM171  1.184764760315886e-10
TM172  2.167122715715460e-13
TM173  2.358293889516231e-16
TM174  4.955381234261448e-22
TM175  4.417654938891668e-27
TM176  1.000000000000000e-99
YB160  1.000000000000000e-99
YB161  1.000000000000000e-99
YB162  1.000000000000000e-99
YB163  1.000000000000000e-99
YB164  1.000000000000000e-99
YB165  1.000000000000000e-99
YB166  1.000000000000000e-99
YB167  1.000000000000000e-99
YB168  9.146432787988509e-23
YB169  4.719788313868534e-22
YB170  1.120988607912162e-10
YB171  2.319048588224607e-10
YB172  4.581957457601617e-10
YB173  4.095368678830523e-10
YB174  1.259638021108387e-09
YB175  5.384289268864944e-13
YB176  3.249239832962976e-10
YB177  6.980289183295177e-16
YB178  9.611298912855056e-20
YB179  2.918553521870748e-26
YB180  1.000000000000000e-99
LU165  1.000000000000000e-99
LU166  1.000000000000000e-99
LU167  1.000000000000000e-99
LU168  1.000000000000000e-99
LU169  1.000000000000000e-99
LU170  1.000000000000000e-99
LU171  1.893583219140012e-26
LU172  1.525612888223211e-26
LU173  1.648019319832085e-22
LU174  2.762105819215332e-18
LU175  2.871837467472070e-10
LU176  6.494083153930444e-13
LU177  7.911467059799299e-14
LU178  1.039249407294999e-18
LU179  4.914008496234984e-21
LU180  7.191313535207088e-27
LU181  1.000000000000000e-99
LU182  1.000000000000000e-99
HF166  1.000000000000000e-99
HF167  1.000000000000000e-99
HF168  1.000000000000000e-99
HF169  1.000000000000000e-99
HF170  1.000000000000000e-99
HF171  1.000000000000000e-99
HF172  1.000000000000000e-99
HF173  1.000000000000000e-99
HF174  3.974067070876668e-21
HF175  5.017953495883681e-20
HF176  2.129737628877504e-10
HF177  1.887860855091660e-10
HF178  5.524169546727286e-10
HF179  3.137975200806463e-10
HF180  1.194869325591327e-09
HF181  4.051689492648367e-13
HF182  9.344309514357449e-11
HF183  1.207192838369780e-15
HF184  4.255364442781613e-19
HF185  1.227630287073761e-25
TA169  1.000000000000000e-99
TA170  1.000000000000000e-99
TA171  1.000000000000000e-99
TA172  1.000000000000000e-99
TA173  1.000000000000000e-99
TA174  1.000000000000000e-99
TA175  1.000000000000000e-99
TA176  1.000000000000000e-99
TA177  4.436808556053323e-27
TA178  1.000000000000000e-99
TA179  1.050161375568881e-21
TA180  1.780033109069712e-23
TA181  4.291209656603406e-10
