Z	A	Sym	5	10	15	20	25	30	40	50	60	80	100(keV); cross sections in mb
64	160	Gd	1.000	1.004	1.029	1.072	1.119	1.162	1.244	1.319	1.390	1.521	1.638	
65	159	Tb	1.000	0.996	0.977	0.957	0.945	0.940	0.945	0.961	0.977	0.986	0.977	
65	160	Tb	1.000	1.000	1.001	0.997	0.987	0.971	0.931	0.892	0.860	0.817	0.795	
66	156	Dy	1.000	1.000	1.001	1.007	1.022	1.046	1.107	1.164	1.211	1.282	1.337	
66	158	Dy	1.000	1.001	1.027	1.102	1.195	1.273	1.368	1.404	1.409	1.390	1.388	
66	160	Dy	1.000	1.000	1.005	1.028	1.065	1.108	1.193	1.266	1.329	1.433	1.518	
66	161	Dy	0.999	1.013	1.022	1.017	1.007	0.995	0.975	0.961	0.952	0.945	0.945	
66	162	Dy	1.000	1.001	1.017	1.055	1.104	1.153	1.238	1.309	1.371	1.480	1.577	
66	163	Dy	1.000	1.000	1.000	0.999	0.996	0.992	0.985	0.976	0.966	0.936	0.903	
66	164	Dy	1.000	1.004	1.031	1.076	1.125	1.170	1.252	1.325	1.394	1.522	1.635	
67	163	Ho	1.000	1.000	0.999	0.998	0.996	0.993	0.988	0.983	0.978	0.963	0.942	
67	165	Ho	1.000	1.000	0.999	0.996	0.993	0.989	0.980	0.972	0.965	0.951	0.940	
68	162	Er	1.000	1.000	1.003	1.015	1.041	1.074	1.144	1.201	1.247	1.319	1.378	
68	164	Er	1.000	1.001	1.018	1.080	1.164	1.239	1.331	1.369	1.375	1.357	1.350	
68	166	Er	1.000	0.999	0.998	1.006	1.031	1.064	1.142	1.219	1.290	1.415	1.522	
68	167	Er	1.000	1.000	0.994	0.982	0.966	0.951	0.929	0.916	0.908	0.888	0.862	
68	168	Er	1.000	1.002	1.022	1.065	1.116	1.163	1.245	1.313	1.375	1.490	1.596	
68	169	Er	1.000	0.999	0.994	0.988	0.983	0.980	0.987	0.999	1.013	1.042	1.070	
68	170	Er	1.000	1.003	1.024	1.065	1.112	1.156	1.237	1.310	1.379	1.510	1.632	
69	169	Tm	0.986	1.274	1.338	1.350	1.353	1.357	1.370	1.387	1.401	1.412	1.402	
69	170	Tm	0.999	0.994	0.998	1.011	1.027	1.042	1.064	1.070	1.065	1.040	1.017	
69	171	Tm	1.385	1.383	1.380	1.381	1.383	1.386	1.399	1.418	1.444	1.501	1.554	
70	168	Yb	1.000	1.001	1.013	1.046	1.093	1.139	1.214	1.265	1.304	1.367	1.422	
70	170	Yb	1.000	1.000	1.011	1.060	1.133	1.201	1.288	1.324	1.333	1.318	1.314	
70	171	Yb	1.000	1.002	1.016	1.044	1.074	1.097	1.124	1.134	1.139	1.147	1.156	
70	172	Yb	1.000	1.000	1.011	1.042	1.086	1.131	1.211	1.275	1.332	1.437	1.537	
70	173	Yb	1.000	1.001	1.004	1.007	1.009	1.009	1.008	1.007	1.006	1.002	0.993	
70	174	Yb	1.000	1.001	1.010	1.036	1.073	1.113	1.197	1.278	1.357	1.505	1.641	
70	175	Yb	1.000	1.000	1.000	1.000	0.999	0.997	0.989	0.979	0.966	0.940	0.918	
70	176	Yb	1.000	1.000	1.005	1.020	1.046	1.077	1.147	1.222	1.297	1.445	1.586	
71	175	Lu	1.000	1.000	1.000	1.000	1.000	1.000	0.998	0.993	0.987	0.965	0.933	
71	176	Lu	1.000	1.000	1.000	1.000	1.000	0.999	0.996	0.989	0.977	0.939	0.886	
72	174	Hf	1.000	1.001	1.012	1.044	1.087	1.131	1.204	1.256	1.297	1.365	1.426	
72	176	Hf	1.000	1.002	1.027	1.080	1.141	1.194	1.265	1.305	1.331	1.374	1.420	
72	177	Hf	1.000	1.000	1.000	1.001	1.002	1.002	1.001	0.998	0.993	0.978	0.958	
72	178	Hf	1.000	1.000	1.002	1.013	1.037	1.068	1.136	1.200	1.260	1.370	1.470	
72	179	Hf	1.000	1.000	1.000	0.998	0.995	0.991	0.981	0.970	0.960	0.937	0.912	
72	180	Hf	1.000	1.000	1.004	1.019	1.044	1.075	1.140	1.203	1.264	1.383	1.499	
72	181	Hf	1.000	1.012	1.074	1.164	1.248	1.317	1.427	1.516	1.594	1.732	1.845	
72	182	Hf	1.000	1.000	1.001	1.009	1.025	1.047	1.104	1.166	1.232	1.367	1.502	
73	179	Ta	1.002	1.036	1.054	1.055	1.050	1.044	1.030	1.017	1.005	0.983	0.964	
73	180	Ta	0.939	0.890	0.896	0.920	0.942	0.957	0.969	0.970	0.965	0.950	0.927	
73	181	Ta	0.951	0.970	0.989	1.002	1.012	1.019	1.027	1.026	1.020	0.999	0.974	
73	182	Ta	1.113	1.230	1.192	1.154	1.125	1.100	1.055	1.011	0.969	0.896	0.838	
74	180	W	1.000	1.000	1.001	1.009	1.026	1.051	1.108	1.162	1.210	1.294	1.370	
74	182	W	1.000	1.000	1.008	1.031	1.067	1.106	1.179	1.237	1.288	1.381	1.473	
74	183	W	1.000	1.005	1.027	1.057	1.088	1.115	1.160	1.197	1.229	1.277	1.301	
74	184	W	1.000	1.000	1.003	1.016	1.039	1.067	1.129	1.186	1.238	1.341	1.443	
74	185	W	0.997	0.978	0.957	0.939	0.926	0.916	0.910	0.917	0.933	0.977	1.023	
74	186	W	1.000	1.000	1.000	1.001	1.005	1.014	1.045	1.088	1.136	1.245	1.358	
75	185	Re	1.000	1.000	1.000	1.001	1.001	1.002	1.003	1.003	1.003	1.001	0.998	
75	186	Re	1.000	0.999	0.999	1.006	1.022	1.042	1.084	1.114	1.133	1.144	1.140	
75	187	Re	1.000	1.000	1.000	1.001	1.003	1.004	1.006	1.004	1.000	0.987	0.973	
76	184	Os	1.000	1.000	1.002	1.011	1.030	1.056	1.112	1.162	1.204	1.275	1.339	
76	186	Os	1.000	1.000	1.000	1.004	1.017	1.043	1.113	1.175	1.221	1.273	1.301	
76	187	Os	1.084	1.312	1.315	1.298	1.287	1.284	1.303	1.342	1.391	1.495	1.591	
76	188	Os	1.000	1.000	1.000	1.003	1.009	1.021	1.056	1.097	1.137	1.211	1.281	
76	189	Os	1.005	1.086	1.150	1.180	1.193	1.201	1.216	1.229	1.241	1.254	1.254	
76	190	Os	1.000	1.000	1.000	1.000	1.000	1.000	1.006	1.020	1.041	1.100	1.169	
76	191	Os	1.000	1.000	0.998	0.994	0.985	0.972	0.937	0.898	0.860	0.798	0.756	
76	192	Os	1.000	1.000	1.000	1.000	1.000	1.000	1.001	1.006	1.016	1.047	1.085	
77	191	Ir	1.000	1.000	1.000	0.998	0.996	0.995	0.999	1.011	1.030	1.071	1.108	
77	192	Ir	1.000	1.008	1.048	1.111	1.173	1.221	1.283	1.309	1.315	1.290	1.241	
77	193	Ir	1.000	0.999	0.990	0.981	0.982	0.993	1.030	1.068	1.102	1.150	1.173	
78	190	Pt	1.000	1.000	1.000	1.000	1.000	1.000	1.001	1.005	1.013	1.043	1.083	
78	192	Pt	1.000	1.000	1.000	1.000	1.000	1.000	0.999	0.997	0.996	1.002	1.022	
78	193	Pt	0.743	1.271	1.373	1.397	1.409	1.421	1.455	1.499	1.551	1.656	1.748	
78	194	Pt	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.002	1.008	1.029	1.060	
78	195	Pt	1.000	1.000	1.000	1.000	0.997	0.988	0.963	0.942	0.938	0.968	1.013	
78	196	Pt	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.001	1.009	1.025	
78	198	Pt	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.001	1.005	1.011	
79	197	Au	1.000	1.000	0.999	0.995	0.988	0.980	0.962	0.945	0.931	0.915	0.920	
79	198	Au	1.000	1.000	0.996	0.988	0.975	0.961	0.931	0.899	0.865	0.801	0.755	
80	196	Hg	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.002	1.010	1.029	
80	198	Hg	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.999	0.997	0.991	0.987	
80	199	Hg	1.000	1.000	1.000	1.000	1.001	1.002	1.007	1.015	1.023	1.045	1.081	
80	200	Hg	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.002	1.005	1.016	1.032	
80	201	Hg	0.885	0.891	0.890	0.896	0.908	0.925	0.962	0.997	1.028	1.077	1.113	
80	202	Hg	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.001	1.004	
80	203	Hg	0.976	0.959	0.939	0.916	0.894	0.874	0.840	0.815	0.794	0.762	0.739	
80	204	Hg	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.997	0.992	
81	203	Tl	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.999	0.997	0.990	0.982	
81	204	Tl	1.000	1.000	1.000	0.999	0.998	0.995	0.983	0.966	0.946	0.898	0.849	
81	205	Tl	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.997	0.990	0.974	0.960	
82	204	Pb	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	
82	205	Pb	0.846	0.876	0.894	0.900	0.902	0.901	0.898	0.893	0.887	0.873	0.857	
82	206	Pb	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.999	
82	207	Pb	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	
82	208	Pb	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	
83	209	Bi	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	
83	210	Bi	1.000	0.997	0.989	0.976	0.963	0.952	0.939	0.939	0.951	0.985	1.001	


(/1):HO AGGIUNTO IO LA SEF DELL'O17, DOVE L'O17 E' PRESO DA WAGONER1969 MA NON E' COMPRESO IN
BAO2000 E NELLE TAVOLE DELLE SEF E DEI RATE KADONIS FINE 2005.
