C Maria Lugaro gave this file to Falk Herwig around 2003. It originates in Gallino's group in Torino. 
C
C ISOT.       Ni(AG89)      Xi(AG89)no      Ni(GR91)      Xi(GR91)                 these columns show the      
C these data are decreased by the factor 1.017 as input data in impterem       errors on the solar abundance 
C long-lived isotopes (*) are given at the formation of the solar system         and that on the neutron
C i.e. 4.55e9 yr ago                                                 atom %     capture cross section (these
C                                                                              (last should probably be updated) 
C  Marco   October 2005                                               AG89      sigperc sigperc*Ni MACSperc
D yb173     4.000D-02     1.750D-10	4.000d-02     1.750d-10      16.12	  1.6  6.400D-04  8.32
D yb174     7.880D-02     3.468D-10	7.880d-02     3.468d-10      31.8	  1.6  1.261D-03  9.09
D yb176     3.150D-02     1.402D-10	3.150d-02     1.402d-10      12.7	  1.6  5.040D-04  9.91
D lu175     3.570D-02     1.580D-10	3.570d-02     1.580d-10      97.41	  1.3  4.641D-04  3.76
D lu176     1.035D-03     4.608D-12	1.035d-03     4.608d-12       2.59	  1.3  1.345D-05  3.90
D hf174     2.490D-04     1.096D-12	2.490d-04     1.096d-12       0.162	  1.9  4.731D-06  50.
D hf176     7.930D-03     3.530D-11	7.930d-03     3.530d-11       5.206	  1.9  1.507D-04  4.37
D hf177     2.870D-02     1.285D-10	2.870d-02     1.285d-10      18.606	  1.9  5.453D-04  4.47
D hf178     4.200D-02     1.891D-10	4.200d-02     1.891d-10      27.297	  1.9  7.980D-04  3.23
D hf179     2.100D-02     9.508D-11	2.100d-02     9.508d-11      13.629	  1.9  3.990D-04  3.03
D hf180     5.410D-02     2.463D-10	5.410d-02     2.463d-10      35.100	  1.9  1.028D-03  2.86
D ta180     2.480D-06     1.129D-14	2.480d-06     1.129d-14       0.012	  1.8  4.464D-08  20.0
D ta181     2.070D-02     9.477D-11	2.070d-02     9.477d-11      99.988	  1.8  3.726D-04  1.97
D w 180     1.730D-04     7.877D-13	1.730d-04     7.877d-13       0.13	  5.1  8.823D-06  10.38
D w 182     3.500D-02     1.611D-10	3.500d-02     1.611d-10      26.3	  5.1  1.785D-03  5.1
D w 183     1.900D-02     8.795D-11	1.900d-02     8.795d-11      14.3	  5.1  9.690D-04  5.1
D w 184     4.080D-02     1.899D-10	4.080d-02     1.899d-10      30.67	  5.1  2.081D-03  5.2
D w 186     3.800D-02     1.788D-10	3.800d-02     1.788d-10      28.6	  5.1  1.938D-03  4.8
D re185     1.930D-02     9.032D-11	1.930d-02     9.031d-11      37.40	  9.4  1.814D-03  4.0
D re187     3.510D-02     1.660D-10	3.510d-02     1.660d-10      62.60	  9.4  3.299D-03  4.9
D os184     1.220D-04     5.678D-13	1.220d-04     5.678d-13       0.018	  6.3  7.686D-06  50.
D os186     1.070D-02     5.034D-11	1.070d-02     5.034d-11       1.58	  6.3  6.741D-04  3.8
D os187     8.070D-03     3.817D-11	8.070d-03     3.817d-11       1.6	  6.3  5.084D-04  3.2
D os188     8.980D-02     4.270D-10	8.980d-02     4.270d-10      13.3	  6.3  5.657D-03  3.7
D os189     1.090D-01     5.211D-10	1.090d-01     5.211d-10      16.1	  6.3  6.867D-03  4.1
D os190     1.780D-01     8.555D-10	1.780d-01     8.555d-10      26.4	  6.3  1.121D-02  15.25
D os192     2.770D-01     1.345D-09	2.770d-01     1.345d-09      41.0	  6.3  1.745D-02  14.47
D ir191     2.470D-01     1.193D-09	2.470d-01     1.193d-09      37.3	  6.1  1.507D-02  4.98
D ir193     4.140D-01     2.021D-09	4.140d-01     2.021d-09      62.7	  6.1  2.525D-02  4.98
D pt190     1.700D-04     8.170D-13	1.700d-04     8.170d-13       0.0127	  7.4  1.258D-05  50.
D pt192     1.050D-02     5.099D-11	1.050d-02     5.099d-11       0.78	  7.4  7.770D-04  50.
D pt194     4.410D-01     2.164D-09	4.410d-01     2.164d-09      32.9	  7.4  3.263D-02  50.
D pt195     4.530D-01     2.234D-09	4.530d-01     2.234d-09      33.8	  7.4  3.352D-02  50.
D pt196     3.380D-01     1.676D-09	3.380d-01     1.676d-09      25.2	  7.4  2.501D-02  11.68
D pt198     9.630D-02     4.823D-10	9.630d-02     4.823d-10       7.19	  7.4  7.126D-03  9.52
D au197     1.870D-01     9.318D-10	1.870d-01     9.318d-10     100.0	 15.0  2.805D-02  1.55
D hg196     5.200D-04     2.578D-12	5.200d-04     2.578d-12       0.1534	 12.0  6.240D-05  50.
D hg198     3.390D-02     1.698D-10	3.390d-02     1.698d-10       9.968	 12.0  4.068D-03  8.67
D hg199     5.740D-02     2.889D-10	5.740d-02     2.889d-10      16.873	 12.0  6.888D-03  6.15
D hg200     7.850D-02     3.971D-10	7.850d-02     3.971d-10      23.096	 12.0  9.420D-03  10.43
D hg201     4.480D-02     2.278D-10	4.480d-02     2.278d-10      13.181	 12.0  5.376D-03  5.30
D hg202     1.015D-01     5.186D-10	1.015d-01     5.186d-10      29.863	 12.0  1.218D-02  8.11
D hg204     2.330D-02     1.202D-10	2.330d-02     1.202d-10       6.865	 12.0  2.796D-03  9.52
D tl203     5.430D-02     2.788D-10	5.430d-02     2.788d-10      29.524	  9.4  5.104D-03  6.45
D tl205     1.297D-01     6.726D-10	1.297d-01     6.725d-10      70.476	  9.4  1.219D-02  7.41
D pb204     6.110D-02     3.153D-10	6.110d-02     3.153d-10       1.94	  7.8  4.766D-03  6.15
D pb206     5.930D-01     3.090D-09	5.930d-01     3.090d-09      19.12	  7.8  4.625D-02  7.14    
D pb207     6.440D-01     3.372D-09	6.440d-01     3.372d-09      20.62	  7.8  5.023D-02  5.23    
D pb208     1.828D+00     9.618D-09	1.828d+00     9.618d-09      58.31	  7.8  1.426D-01  10.67   1
D bi209     1.440D-01     7.613D-10	1.440d-01     7.613d-10     100.0	  8.2  1.181D-02  10.26   1
C th232     4.200D-02     2.465D-10	4.200d-02     2.465d-10     100.0	  5.7  2.394D-03  50.
C u 235     5.730D-03     3.406D-11	5.730d-03     3.406d-11       0.7200	  8.4  4.813D-04  50.
C u 238     1.810d-02     1.090D-10	1.810d-02     1.090d-10      99.2745	  8.4  1.520D-03  50.
C x(h) =  0.70578                    x(h) =  0.70576                                                 
C y(hE) =  0.27524                    y(hE) =  0.27523                                               
C z(lI-u) =  0.01899                    z(lI-u) =  0.01900                                           
C         SUMMAG89 =     39533650920.76034                                                           

