H NUM     Z    A ISOM  ABUNDANCE_MF  ISOTP
 # mod     4836 dzeit  1.85E-04 agej  1.2362E+06
 # t9 =    1.396E+00 rho =    5.156E+05
 # densn  6.16739E+09
 # densp  1.28365E+12
 # densa  1.37717E+17
 # total_energy_flux_[erg/(g*s)]  0.00000E+00
  188    29.  61.   1   7.91909E-12  CU 61
  189    29.  62.   1   1.67149E-12  CU 62
  190    29.  63.   1   9.44889E-06  CU 63
  191    29.  64.   1   4.07210E-08  CU 64
  192    29.  65.   1   2.06592E-05  CU 65
  193    29.  66.   1   6.04423E-10  CU 66
  194    29.  67.   1   1.63888E-11  CU 67
  195    29.  68.   1   2.23224E-16  CU 68
  196    29.  69.   1   4.47600E-21  CU 69
  197    29.  70.   1   5.65862E-27  CU 70
  198    29.  71.   1   1.00000E-99  CU 71
  199    30.  62.   1   5.59009E-19  ZN 62
  200    30.  63.   1   2.76946E-19  ZN 63
  201    30.  64.   1   2.09045E-06  ZN 64
  202    30.  65.   1   1.08080E-07  ZN 65
  203    30.  66.   1   1.84983E-05  ZN 66
  204    30.  67.   1   7.16156E-06  ZN 67
  205    30.  68.   1   2.57789E-05  ZN 68
  206    30.  69.   1   4.74691E-09  ZN 69
  207    30.  70.   1   4.89123E-08  ZN 70
  208    30.  71.   1   8.37458E-13  ZN 71
  209    30.  72.   1   5.52052E-15  ZN 72
  210    30.  73.   1   2.56759E-21  ZN 73
  211    30.  74.   1   8.37350E-27  ZN 74
  212    31.  65.   1   1.67205E-14  GA 65
  213    31.  66.   1   4.29207E-14  GA 66
  214    31.  67.   1   4.77947E-11  GA 67
  215    31.  68.   1   5.14769E-13  GA 68
  216    31.  69.   1   3.31915E-06  GA 69
  217    31.  70.   1   1.43001E-09  GA 70
  218    31.  71.   1   7.55743E-07  GA 71
  219    31.  72.   1   3.30508E-11  GA 72
  220    31.  73.   1   8.78311E-14  GA 73
  221    31.  74.   1   3.81756E-18  GA 74
  222    31.  75.   1   7.69149E-23  GA 75
  223    32.  66.   1   5.79792E-22  GE 66
  224    32.  67.   1   4.11012E-22  GE 67
  225    32.  68.   1   1.85190E-15  GE 68
  226    32.  69.   1   1.55729E-15  GE 69
  227    32.  70.   1   4.38438E-06  GE 70
  228    32.  71.   1   1.14036E-06  GE 71
  229    32.  72.   1   3.38716E-06  GE 72
  230    32.  73.   1   1.47658E-06  GE 73
  231    32.  74.   1   3.67445E-06  GE 74
  232    32.  75.   1   3.90119E-09  GE 75
  233    32.  76.   1   2.07426E-08  GE 76
  234    32.  77.   1   1.19550E-12  GE 77
  235    32.  78.   1   4.70056E-16  GE 78
  236    33.  69.   1   1.26006E-24  AS 69
  237    33.  70.   1   3.33392E-23  AS 70
  238    33.  71.   1   3.64348E-12  AS 71
  239    33.  72.   1   8.35143E-13  AS 72
  240    33.  73.   1   5.53798E-11  AS 73
