H NUM     Z    A ISOM  ABUNDANCE_MF  ISOTP
 # mod      261 dzeit  1.02E-01 agej  9.6715E+02
 # t9 =    1.475E+00 rho =    1.539E+07
 # densn  2.84078E+08
 # densp  3.13570E+11
 # densa  3.23728E+15
 # total_energy_flux_[erg/(g*s)]  0.00000E+00
  373    43.  98.   1   1.81626E-15  TC 98
  374    43.  99.   1   4.63207E-11  TC 99
  375    43. 100.   1   5.08960E-17  TC100
  376    43. 101.   1   4.99503E-17  TC101
  377    43. 102.   1   3.78822E-22  TC102
  378    43. 103.   1   1.12815E-27  TC103
  379    43. 104.   1   1.00000E-99  TC104
  380    43. 105.   1   1.00000E-99  TC105
  381    44.  94.   1   1.00000E-99  RU 94
  382    44.  95.   1   1.00000E-99  RU 95
  383    44.  96.   1   1.00252E-18  RU 96
  384    44.  97.   1   8.87848E-20  RU 97
  385    44.  98.   1   2.53075E-11  RU 98
  386    44.  99.   1   2.25262E-10  RU 99
  387    44. 100.   1   4.08995E-10  RU100
  388    44. 101.   1   1.24258E-11  RU101
  389    44. 102.   1   1.25110E-09  RU102
  390    44. 103.   1   9.15539E-13  RU103
  391    44. 104.   1   4.02342E-09  RU104
  392    44. 105.   1   3.94625E-14  RU105
  393    44. 106.   1   9.75977E-16  RU106
  394    45.  98.   1   1.00000E-99  RH 98
  395    45.  99.   1   4.24716E-19  RH 99
  396    45. 100.   1   1.98532E-19  RH100
  397    45. 101.   1   6.04941E-16  RH101
  398    45. 102.   1   3.11082E-16  RH102
  399    45. 103.   1   1.30565E-10  RH103
  400    45. 104.   1   2.04574E-15  RH104
  401    45. 105.   1   1.08649E-12  RH105
  402    45. 106.   1   3.71507E-18  RH106
  403    45. 107.   1   7.55681E-21  RH107
  404    45. 108.   1   7.66546E-26  RH108
  405    46.  99.   1   1.00000E-99  PD 99
  406    46. 100.   1   3.99837E-27  PD100
  407    46. 101.   1   3.06254E-27  PD101
  408    46. 102.   1   8.18640E-18  PD102
  409    46. 103.   1   2.64897E-17  PD103
  410    46. 104.   1   4.15252E-10  PD104
  411    46. 105.   1   8.77150E-11  PD105
  412    46. 106.   1   3.52620E-10  PD106
  413    46. 107.   1   2.56051E-12  PD107
  414    46. 108.   1   1.92787E-09  PD108
  415    46. 109.   1   5.86934E-13  PD109
