   #  Z_k1  A_k1  Z_k3  A_k3        Z_k5  A_k5  Z_k7  A_k7    flux [dY/dt]    energy [erg/(g*s)]    timescale reac [s]
  151    6   13    1    1            0    1    7   13         1.00000E-99         1.00000E-99         1.00000E+90
  152    6   13    2    4            0    1    8   16         1.00000E-99         1.00000E-99         1.00000E+90
  153    6   13    2    4            1    1    8   16         1.00000E-99         1.51519E-85         1.00000E+90
  154    6   14    0    1            0    0    7   15         1.72534E-42         1.69932E-23         1.00000E+90
  155    6   14    0    0            0    1    6   13         1.00000E-99         1.00000E-99         1.00000E+90
  156    6   14    0    1            2    4    6   11         1.00000E-99         1.00000E-99         1.00000E+90
  157    6   14    1    1            0    0    7   15         1.00000E-99         1.00000E-99         1.00000E+90
  158    6   14    1    1            0    1    7   14         1.00000E-99         1.00000E-99         1.00000E+90
  159    6   14    1    1            2    4    6   11         1.00000E-99         1.00000E-99         1.00000E+90
  160    6   14    2    4            0    0    8   18         1.00000E-99         1.00000E-99         1.00000E+90
  161    6   14    2    4            0    1    8   17         1.00000E-99         1.00000E-99         1.00000E+90
  162    6   14    0    0            0    0    7   14         3.06972E-29         1.00000E-99         2.59640E+11
  163    7   13    0    1            0    0    7   14         8.82086E-31         8.98261E-12         1.00000E+90
  164    7   13    0    1            1    1    6   13         1.40246E-28         4.06406E-10         5.56612E+88
  165    7   13    1    1            0    0    8   14         1.00000E-99         1.00000E-99         1.00000E+90
  166    7   13    0    0            1    1    6   12         1.00000E-99         1.00000E-99         1.00000E+90
  167    7   13    2    4            1    1    8   16         1.74462E-31         8.78519E-13         4.43918E+21
  168    7   13    0    0            0    0    6   13         8.98381E-13         2.60333E+06         8.62069E+02
  169    7   14    0    1            0    0    7   15         6.82844E-27         7.13748E-08         1.00000E+90
  170    7   14    0    0            0    1    7   13         1.00000E-99         1.00000E-99         1.00000E+90
  171    7   14    0    1            1    1    6   14         1.00000E-99         1.00000E-99         1.00000E+90
  172    7   14    0    1            2    4    6   11         1.63941E-61         1.00000E-99         1.00000E+90
  173    7   14    1    1            0    0    8   15         1.00000E-99         1.00000E-99         1.00000E+90
  174    7   14    0    0            1    1    6   13         1.00000E-99         1.00000E-99         1.00000E+90
  175    7   14    1    1            0    1    8   14         1.00000E-99         1.00000E-99         1.00000E+90
  176    7   14    1    1            2    4    6   11         1.00000E-99         1.00000E-99         1.00000E+90
  177    7   14    2    4            0    0    9   18         1.00000E-99         7.02480E-83         1.00000E+90
  178    7   14    2    4            0    1    9   17         1.00000E-99         1.00000E-99         1.00000E+90
  179    7   14    2    4            1    1    8   17         1.00000E-99         1.00000E-99         1.00000E+90
  180    7   14    0    0            0    0    6   14         5.43522E-64         3.27948E-46         1.14804E+60
  181    7   15    0    1            0    0    8   16         1.44689E-33         1.69297E-14         1.00000E+90
  182    7   15    0    0            0    1    7   14         1.00000E-99         1.00000E-99         1.00000E+90
  183    7   15    0    1            1    1    7   15         1.00000E-99         1.00000E-99         1.00000E+90
  184    7   15    0    1            2    4    6   12         1.00000E-99         1.00000E-99         1.00000E+90
  185    7   15    1    1            0    0    8   16         7.32310E-16         8.56858E+03         1.32456E+07
  186    7   15    0    0            1    1    6   14         1.00000E-99         1.00000E-99         1.00000E+90
  187    7   15    1    1            0    1    8   15         1.00000E-99         1.00000E-99         1.00000E+90
